LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,ROUND,DATE
28,43:21.596,20.510,0.309,171.675,1:29.579,23.0,7.0,1,C. Leclerc,PREMA Racing,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
28,43:26.113,25.027,4.517,171.377,1:30.848,2.0,8.0,12,Á. Palou,Campos Racing,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
28,43:26.699,25.613,0.586,171.339,1:31.369,6.0,9.0,8,A. Albon,ART Grand Prix,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
28,43:31.497,30.411,4.798,171.024,1:31.249,6.0,10.0,20,N. Nato,Pertamina Arden,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
28,43:35.145,34.059,3.648,170.786,1:31.505,6.0,11.0,7,N. Matsushita,ART Grand Prix,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
28,43:39.160,38.074,4.015,170.524,1:31.470,9.0,12.0,18,L. Delétraz,Rapax,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
28,43:45.343,44.257,6.183,170.122,1:30.280,14.0,13.0,17,S. Ferrucci,Trident,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
28,43:53.122,52.036,7.779,169.62,1:30.443,26.0,14.0,14,S. Sette Câmara,MP Motorsport,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
28,43:53.481,52.395,0.359,169.596,1:31.197,6.0,15.0,16,N. Jeffri,Trident,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
28,43:53.602,52.516,0.121,169.589,1:31.793,18.0,16.0,21,S. Gelael,Pertamina Arden,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
28,43:53.744,52.658,0.142,169.58,1:29.032,26.0,17.0,19,R. Binder,Rapax,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
28,44:05.922,64.836,12.178,168.799,1:31.434,20.0,18.0,4,G. Malja,Racing Engineering,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
27,42:08.048,DNF,-,170.364,1:31.772,10.0,19.0,11,R. Boschung,Campos Racing,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
23,42:42.161,-,-,174.551,1:49.503,3.0,1.0,1,A. Markelov,RUSSIAN TIME,Sakhir,Sprint Race,Round 1 ,2018-04-08
23,42:44.266,2.105,2.105,174.407,1:49.537,3.0,2.0,11,M. Günther,BWT Arden,Sakhir,Sprint Race,Round 1 ,2018-04-08
23,42:45.964,3.803,1.698,174.292,1:49.777,2.0,3.0,18,S. Sette Câmara,Carlin,Sakhir,Sprint Race,Round 1 ,2018-04-08
23,42:47.204,5.043,1.240,174.208,1:49.459,4.0,4.0,19,L. Norris,Carlin,Sakhir,Sprint Race,Round 1 ,2018-04-08
23,42:52.426,10.265,5.222,173.854,1:47.711,11.0,5.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Sakhir,Sprint Race,Round 1 ,2018-04-08
23,42:57.857,15.696,5.431,173.488,1:50.334,3.0,6.0,14,L. Ghiotto,Campos Vexatec Racing,Sakhir,Sprint Race,Round 1 ,2018-04-08
23,43:05.672,23.511,7.815,172.963,1:50.556,4.0,7.0,10,R. Boschung,MP Motorsport,Sakhir,Sprint Race,Round 1 ,2018-04-08
23,43:06.743,24.582,1.071,172.892,1:50.477,4.0,8.0,12,N. Fukuzumi,BWT Arden,Sakhir,Sprint Race,Round 1 ,2018-04-08
23,43:07.355,25.194,0.612,172.851,1:49.260,13.0,9.0,20,L. Delétraz,Charouz Racing System,Sakhir,Sprint Race,Round 1 ,2018-04-08
23,43:07.848,25.687,0.493,172.818,1:50.618,2.0,10.0,6,N. Latifi,DAMS,Sakhir,Sprint Race,Round 1 ,2018-04-08
23,43:07.965,25.804,0.117,172.81,1:48.877,10.0,11.0,9,R. Merhi,MP Motorsport,Sakhir,Sprint Race,Round 1 ,2018-04-08
23,43:08.799,26.638,0.834,172.755,1:49.644,16.0,12.0,21,A. Fuoco,Charouz Racing System,Sakhir,Sprint Race,Round 1 ,2018-04-08
23,43:13.920,31.759,5.121,172.413,1:50.656,5.0,13.0,5,A. Albon,DAMS,Sakhir,Sprint Race,Round 1 ,2018-04-08
23,43:18.954,36.793,5.034,172.079,1:50.464,4.0,14.0,16,A. Maini,Trident,Sakhir,Sprint Race,Round 1 ,2018-04-08
23,43:26.150,43.989,7.196,171.604,1:49.910,11.0,15.0,15,R. Nissany,Campos Vexatec Racing,Sakhir,Sprint Race,Round 1 ,2018-04-08
23,43:40.006,57.845,13.856,170.697,1:47.998,18.0,16.0,3,S. Gelael,PERTAMINA PREMA Theodore Racing,Sakhir,Sprint Race,Round 1 ,2018-04-08
23,43:45.980,63.819,5.974,170.308,1:49.834,7.0,17.0,2,T. Makino,RUSSIAN TIME,Sakhir,Sprint Race,Round 1 ,2018-04-08
23,44:21.918,99.757,35.938,168.009,1:49.369,2.0,18.0,7,J. Aitken,ART Grand Prix,Sakhir,Sprint Race,Round 1 ,2018-04-08
22,42:47.369,1 LAP,1 LAP,166.608,1:48.700,4.0,19.0,8,G. Russell,ART Grand Prix,Sakhir,Sprint Race,Round 1 ,2018-04-08
22,43:06.059,1 LAP,18.690,165.404,1:49.826,3.0,20.0,17,S. Ferrucci,Trident,Sakhir,Sprint Race,Round 1 ,2018-04-08
21,41:32.101,-,-,181.955,1:56.891,18.0,1.0,8,G. Russell,ART Grand Prix,Baku,Sprint Race,Round 2 ,2018-04-29
21,41:36.875,4.774,2.170,181.607,1:57.218,18.0,2.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Baku,Sprint Race,Round 2 ,2018-04-29
21,41:37.117,5.016,0.242,181.59,1:57.306,21.0,3.0,6,N. Latifi,DAMS,Baku,Sprint Race,Round 2 ,2018-04-29
21,41:37.943,5.842,0.826,181.53,1:57.316,16.0,4.0,19,L. Norris,Carlin,Baku,Sprint Race,Round 2 ,2018-04-29
21,41:45.707,13.606,7.764,180.967,1:57.623,20.0,5.0,16,A. Maini,Trident,Baku,Sprint Race,Round 2 ,2018-04-29
21,41:51.209,19.108,5.502,180.571,1:57.361,21.0,6.0,17,S. Ferrucci,Trident,Baku,Sprint Race,Round 2 ,2018-04-29
21,41:54.492,22.391,3.283,180.335,1:57.871,8.0,7.0,9,R. Merhi,MP Motorsport,Baku,Sprint Race,Round 2 ,2018-04-29
21,41:56.480,24.379,1.988,180.193,1:58.215,6.0,8.0,10,R. Boschung,MP Motorsport,Baku,Sprint Race,Round 2 ,2018-04-29
21,41:57.231,25.130,0.751,180.139,1:58.418,8.0,9.0,2,T. Makino,RUSSIAN TIME,Baku,Sprint Race,Round 2 ,2018-04-29
21,42:18.662,46.561,21.431,178.618,1:59.066,7.0,10.0,20,L. Delétraz,Charouz Racing System,Baku,Sprint Race,Round 2 ,2018-04-29
21,42:52.632,80.531,33.970,176.26,1:56.774,21.0,11.0,7,J. Aitken,ART Grand Prix,Baku,Sprint Race,Round 2 ,2018-04-29
21,43:00.043,87.942,7.411,175.753,1:58.593,18.0,12.0,12,N. Fukuzumi,BWT Arden,Baku,Sprint Race,Round 2 ,2018-04-29
21,43:05.205,93.104,5.162,175.402,1:57.254,20.0,13.0,5,A. Albon,DAMS,Baku,Sprint Race,Round 2 ,2018-04-29
20,41:50.673,1 LAP,1 LAP,172.002,1:58.402,19.0,14.0,14,L. Ghiotto,Campos Vexatec Racing,Baku,Sprint Race,Round 2 ,2018-04-29
18,37:51.440,DNF,-,171.089,1:57.350,14.0,15.0,11,M. Günther,BWT Arden,Baku,Sprint Race,Round 2 ,2018-04-29
21,41:34.705,2.604,2.604,181.765,1:57.663,15.0,,18,S. Sette Câmara,Carlin,Baku,Sprint Race,Round 2 ,2018-04-29
26,45:21.511,-,-,159.931,1:31.237,26.0,1.0,7,J. Aitken,ART Grand Prix,Barcelona,Sprint Race,Round 3 ,2018-05-13
26,45:23.061,1.550,1.550,159.84,1:31.444,26.0,2.0,5,A. Albon,DAMS,Barcelona,Sprint Race,Round 3 ,2018-05-13
26,45:24.375,2.864,1.314,159.763,1:31.298,26.0,3.0,19,L. Norris,Carlin,Barcelona,Sprint Race,Round 3 ,2018-05-13
26,45:29.617,8.106,5.242,159.456,1:30.987,26.0,4.0,8,G. Russell,ART Grand Prix,Barcelona,Sprint Race,Round 3 ,2018-05-13
26,45:32.620,11.109,3.003,159.28,1:31.887,16.0,5.0,14,L. Ghiotto,Campos Vexatec Racing,Barcelona,Sprint Race,Round 3 ,2018-05-13
26,45:35.213,13.702,2.593,159.129,1:31.865,25.0,6.0,3,S. Gelael,PERTAMINA PREMA Theodore Racing,Barcelona,Sprint Race,Round 3 ,2018-05-13
26,45:36.348,14.837,1.135,159.063,1:31.695,25.0,7.0,21,A. Fuoco,Charouz Racing System,Barcelona,Sprint Race,Round 3 ,2018-05-13
26,45:50.189,28.678,13.841,158.263,1:32.426,15.0,8.0,6,N. Latifi,DAMS,Barcelona,Sprint Race,Round 3 ,2018-05-13
26,45:50.576,29.065,0.387,158.241,1:32.259,25.0,9.0,1,A. Markelov,RUSSIAN TIME,Barcelona,Sprint Race,Round 3 ,2018-05-13
26,45:50.948,29.437,0.372,158.219,1:32.641,15.0,10.0,20,L. Delétraz,Charouz Racing System,Barcelona,Sprint Race,Round 3 ,2018-05-13
26,45:52.507,30.996,1.559,158.13,1:33.301,25.0,11.0,17,S. Ferrucci,Trident,Barcelona,Sprint Race,Round 3 ,2018-05-13
26,45:53.939,32.428,1.432,158.047,1:32.645,25.0,12.0,11,M. Günther,BWT Arden,Barcelona,Sprint Race,Round 3 ,2018-05-13
26,45:54.747,33.236,0.808,158.001,1:32.644,15.0,13.0,16,A. Maini,Trident,Barcelona,Sprint Race,Round 3 ,2018-05-13
26,45:57.183,35.672,2.436,157.861,1:32.123,25.0,14.0,15,R. Nissany,Campos Vexatec Racing,Barcelona,Sprint Race,Round 3 ,2018-05-13
30,48:44.373,-,-,123.238,1:24.562,19.0,1.0,21,A. Fuoco,Charouz Racing System,Monte Carlo,Sprint Race,Round 4 ,2018-05-26
30,48:46.442,2.069,0.897,123.151,1:25.004,13.0,2.0,20,L. Delétraz,Charouz Racing System,Monte Carlo,Sprint Race,Round 4 ,2018-05-26
30,48:45.545,1.172,1.172,123.189,1:24.041,26.0,3.0,19,L. Norris,Carlin,Monte Carlo,Sprint Race,Round 4 ,2018-05-26
30,48:48.464,4.091,2.022,123.066,1:24.030,18.0,4.0,1,A. Markelov,RUSSIAN TIME,Monte Carlo,Sprint Race,Round 4 ,2018-05-26
30,48:51.822,7.449,1.350,122.925,1:24.700,11.0,5.0,16,A. Maini,Trident,Monte Carlo,Sprint Race,Round 4 ,2018-05-26
30,48:52.328,7.955,0.506,122.904,1:23.836,14.0,6.0,11,M. Günther,BWT Arden,Monte Carlo,Sprint Race,Round 4 ,2018-05-26
30,48:55.472,6.099,2.008,122.982,1:24.850,12.0,7.0,9,R. Merhi,MP Motorsport,Monte Carlo,Sprint Race,Round 4 ,2018-05-26
30,48:56.615,12.242,4.287,122.724,1:22.906,23.0,8.0,6,N. Latifi,DAMS,Monte Carlo,Sprint Race,Round 4 ,2018-05-26
29,48:53.659,1 LAP,1 LAP,118.753,1:23.464,16.0,9.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Monte Carlo,Sprint Race,Round 4 ,2018-05-26
29,48:55.963,1 LAP,2.304,118.66,1:23.407,22.0,10.0,14,L. Ghiotto,Campos Vexatec Racing,Monte Carlo,Sprint Race,Round 4 ,2018-05-26
27,43:21.143,DNF,-,124.697,1:25.388,19.0,11.0,12,N. Fukuzumi,BWT Arden,Monte Carlo,Sprint Race,Round 4 ,2018-05-26
27,43:35.650,DNF,-,124.481,1:25.488,19.0,12.0,17,S. Ferrucci,Trident,Monte Carlo,Sprint Race,Round 4 ,2018-05-26
21,38:28.325,-,-,191.431,1:48.996,13.0,1.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Le Castellet,Sprint Race,Round 5 ,2018-06-24
21,38:37.973,9.648,9.648,190.634,1:49.404,6.0,2.0,20,L. Delétraz,Charouz Racing System,Le Castellet,Sprint Race,Round 5 ,2018-06-24
21,38:38.195,9.870,0.222,190.616,1:49.248,16.0,3.0,14,L. Ghiotto,Campos Vexatec Racing,Le Castellet,Sprint Race,Round 5 ,2018-06-24
21,38:45.003,16.678,6.808,190.058,1:49.506,15.0,4.0,21,A. Fuoco,Charouz Racing System,Le Castellet,Sprint Race,Round 5 ,2018-06-24
21,38:46.077,17.752,1.074,189.97,1:49.295,13.0,5.0,19,L. Norris,Carlin,Le Castellet,Sprint Race,Round 5 ,2018-06-24
21,38:48.730,20.405,2.653,189.753,1:49.484,13.0,6.0,18,S. Sette Câmara,Carlin,Le Castellet,Sprint Race,Round 5 ,2018-06-24
21,38:49.057,20.732,0.327,189.727,1:49.353,19.0,7.0,5,A. Albon,DAMS,Le Castellet,Sprint Race,Round 5 ,2018-06-24
21,38:52.770,24.445,3.713,189.425,1:49.742,5.0,8.0,6,N. Latifi,DAMS,Le Castellet,Sprint Race,Round 5 ,2018-06-24
21,39:04.051,35.726,11.281,188.513,1:50.271,12.0,9.0,17,S. Ferrucci,Trident,Le Castellet,Sprint Race,Round 5 ,2018-06-24
21,39:14.968,41.643,5.917,188.038,1:50.275,11.0,10.0,15,R. Nissany,Campos Vexatec Racing,Le Castellet,Sprint Race,Round 5 ,2018-06-24
21,39:17.814,49.489,7.846,187.413,1:50.608,10.0,11.0,11,M. Günther,BWT Arden,Le Castellet,Sprint Race,Round 5 ,2018-06-24
21,39:22.090,53.765,4.276,187.073,1:50.625,13.0,12.0,12,N. Fukuzumi,BWT Arden,Le Castellet,Sprint Race,Round 5 ,2018-06-24
21,39:27.335,59.010,5.245,186.659,1:50.398,6.0,13.0,16,A. Maini,Trident,Le Castellet,Sprint Race,Round 5 ,2018-06-24
20,38:21.424,DNF,-,182.866,1:48.759,13.0,14.0,1,A. Markelov,RUSSIAN TIME,Le Castellet,Sprint Race,Round 5 ,2018-06-24
20,38:52.763,1 LAP,31.339,180.41,1:48.489,19.0,15.0,9,R. Merhi,MP Motorsport,Le Castellet,Sprint Race,Round 5 ,2018-06-24
20,39:13.399,1 LAP,20.636,178.828,1:47.827,15.0,16.0,10,R. Boschung,MP Motorsport,Le Castellet,Sprint Race,Round 5 ,2018-06-24
19,39:15.225,2 LAPS,1 LAP,169.76,1:48.071,11.0,17.0,8,G. Russell,ART Grand Prix,Le Castellet,Sprint Race,Round 5 ,2018-06-24
19,39:53.659,2 LAPS,38.434,167.034,1:49.385,19.0,18.0,3,S. Gelael,PERTAMINA PREMA Theodore Racing,Le Castellet,Sprint Race,Round 5 ,2018-06-24
28,36:41.950,-,-,197.461,1:17.365,6.0,1.0,1,A. Markelov,RUSSIAN TIME,Spielberg,Sprint Race,Round 6 ,2018-07-01
28,36:47.551,5.600,5.600,196.96,1:17.406,3.0,2.0,8,G. Russell,ART Grand Prix,Spielberg,Sprint Race,Round 6 ,2018-07-01
28,36:50.493,8.543,2.943,196.698,1:17.912,5.0,3.0,18,S. Sette Câmara,Carlin,Spielberg,Sprint Race,Round 6 ,2018-07-01
28,36:59.139,17.188,8.645,195.932,1:17.651,3.0,4.0,21,A. Fuoco,Charouz Racing System,Spielberg,Sprint Race,Round 6 ,2018-07-01
28,36:59.875,17.925,0.737,195.867,1:17.561,4.0,5.0,5,A. Albon,DAMS,Spielberg,Sprint Race,Round 6 ,2018-07-01
28,37:04.530,22.580,4.655,195.457,1:17.629,5.0,6.0,2,T. Makino,RUSSIAN TIME,Spielberg,Sprint Race,Round 6 ,2018-07-01
28,37:06.538,24.588,2.008,195.281,1:17.826,6.0,7.0,17,S. Ferrucci,Trident,Spielberg,Sprint Race,Round 6 ,2018-07-01
28,37:09.236,27.286,2.698,195.044,1:17.765,4.0,8.0,6,N. Latifi,DAMS,Spielberg,Sprint Race,Round 6 ,2018-07-01
28,37:09.996,28.046,0.760,194.978,1:17.826,4.0,9.0,12,N. Fukuzumi,BWT Arden,Spielberg,Sprint Race,Round 6 ,2018-07-01
28,37:10.615,28.665,0.619,194.924,1:17.599,5.0,10.0,16,A. Maini,Trident,Spielberg,Sprint Race,Round 6 ,2018-07-01
28,37:12.140,30.190,1.525,194.791,1:17.440,4.0,11.0,19,L. Norris,Carlin,Spielberg,Sprint Race,Round 6 ,2018-07-01
28,37:12.750,30.800,0.610,194.737,1:17.965,5.0,12.0,11,M. Günther,BWT Arden,Spielberg,Sprint Race,Round 6 ,2018-07-01
28,37:14.139,32.189,1.389,194.616,1:17.928,6.0,13.0,14,L. Ghiotto,Campos Vexatec Racing,Spielberg,Sprint Race,Round 6 ,2018-07-01
28,37:14.903,32.953,0.764,194.55,1:17.985,6.0,14.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Spielberg,Sprint Race,Round 6 ,2018-07-01
28,37:18.902,36.952,3.999,194.202,1:18.278,4.0,15.0,10,R. Boschung,MP Motorsport,Spielberg,Sprint Race,Round 6 ,2018-07-01
28,37:20.845,38.895,1.943,194.034,1:17.735,4.0,16.0,9,R. Merhi,MP Motorsport,Spielberg,Sprint Race,Round 6 ,2018-07-01
28,37:26.050,44.100,5.205,193.584,1:17.694,4.0,17.0,15,R. Nissany,Campos Vexatec Racing,Spielberg,Sprint Race,Round 6 ,2018-07-01
28,37:26.199,44.249,0.149,193.571,1:17.966,4.0,18.0,7,J. Aitken,ART Grand Prix,Spielberg,Sprint Race,Round 6 ,2018-07-01
21,37:09.802,-,-,199.514,1:44.484,13.0,1.0,11,M. Günther,BWT Arden,Silverstone,Sprint Race,Round 7 ,2018-07-08
21,37:10.323,0.520,0.520,199.467,1:43.731,12.0,2.0,8,G. Russell,ART Grand Prix,Silverstone,Sprint Race,Round 7 ,2018-07-08
21,37:12.307,2.504,1.984,199.29,1:44.134,14.0,3.0,19,L. Norris,Carlin,Silverstone,Sprint Race,Round 7 ,2018-07-08
21,37:19.727,9.924,7.420,198.63,1:44.434,12.0,4.0,1,A. Markelov,RUSSIAN TIME,Silverstone,Sprint Race,Round 7 ,2018-07-08
21,37:21.807,12.005,2.081,198.445,1:44.626,2.0,5.0,20,L. Delétraz,Charouz Racing System,Silverstone,Sprint Race,Round 7 ,2018-07-08
21,37:23.732,13.929,0.878,198.275,1:44.701,10.0,6.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Silverstone,Sprint Race,Round 7 ,2018-07-08
21,37:23.809,14.006,0.077,198.268,1:44.967,17.0,7.0,5,A. Albon,DAMS,Silverstone,Sprint Race,Round 7 ,2018-07-08
21,37:24.487,14.684,0.678,198.208,1:44.880,17.0,8.0,10,R. Boschung,MP Motorsport,Silverstone,Sprint Race,Round 7 ,2018-07-08
21,37:26.290,16.487,1.803,198.049,1:45.043,14.0,9.0,9,R. Merhi,MP Motorsport,Silverstone,Sprint Race,Round 7 ,2018-07-08
21,37:27.853,13.051,1.046,198.353,1:44.625,4.0,10.0,14,L. Ghiotto,Campos Vexatec Racing,Silverstone,Sprint Race,Round 7 ,2018-07-08
21,37:29.435,19.632,3.145,197.772,1:44.457,21.0,11.0,2,T. Makino,RUSSIAN TIME,Silverstone,Sprint Race,Round 7 ,2018-07-08
21,37:33.455,23.653,4.021,197.42,1:45.218,12.0,12.0,7,J. Aitken,ART Grand Prix,Silverstone,Sprint Race,Round 7 ,2018-07-08
21,37:33.843,24.040,0.387,197.386,1:44.603,17.0,13.0,16,A. Maini,Trident,Silverstone,Sprint Race,Round 7 ,2018-07-08
21,37:41.968,32.165,4.447,196.677,1:45.064,13.0,14.0,15,R. Nissany,Campos Vexatec Racing,Silverstone,Sprint Race,Round 7 ,2018-07-08
21,37:43.121,33.318,1.153,196.576,1:45.304,14.0,15.0,3,S. Gelael,PERTAMINA PREMA Theodore Racing,Silverstone,Sprint Race,Round 7 ,2018-07-08
21,37:43.845,34.042,0.724,196.513,1:45.558,14.0,16.0,6,N. Latifi,DAMS,Silverstone,Sprint Race,Round 7 ,2018-07-08
21,37:57.715,47.912,13.870,195.317,1:43.318,14.0,17.0,18,S. Sette Câmara,Carlin,Silverstone,Sprint Race,Round 7 ,2018-07-08
28,44:47.130,-,-,164.287,1:33.893,5.0,1.0,5,A. Albon,DAMS,Budapest,Sprint Race,Round 8 ,2018-07-29
28,44:56.595,9.465,9.465,163.71,1:33.537,6.0,2.0,14,L. Ghiotto,Campos Vexatec Racing,Budapest,Sprint Race,Round 8 ,2018-07-29
28,44:58.501,11.371,1.906,163.594,1:33.952,5.0,3.0,18,S. Sette Câmara,Carlin,Budapest,Sprint Race,Round 8 ,2018-07-29
28,45:00.768,13.638,2.267,163.457,1:33.871,14.0,4.0,19,L. Norris,Carlin,Budapest,Sprint Race,Round 8 ,2018-07-29
28,45:15.340,28.210,14.572,162.58,1:33.892,8.0,5.0,9,R. Merhi,MP Motorsport,Budapest,Sprint Race,Round 8 ,2018-07-29
28,45:21.274,34.144,5.934,162.225,1:34.354,10.0,6.0,12,N. Fukuzumi,BWT Arden,Budapest,Sprint Race,Round 8 ,2018-07-29
28,45:21.275,34.145,0.001,162.225,1:34.204,10.0,7.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Budapest,Sprint Race,Round 8 ,2018-07-29
28,45:23.716,36.586,2.441,162.08,1:33.806,17.0,8.0,8,G. Russell,ART Grand Prix,Budapest,Sprint Race,Round 8 ,2018-07-29
28,45:24.270,37.140,0.554,162.047,1:34.435,14.0,9.0,20,L. Delétraz,Charouz Racing System,Budapest,Sprint Race,Round 8 ,2018-07-29
28,45:26.106,38.976,1.836,161.938,1:34.172,8.0,10.0,7,J. Aitken,ART Grand Prix,Budapest,Sprint Race,Round 8 ,2018-07-29
28,45:28.093,40.963,1.987,161.82,1:34.423,9.0,11.0,3,S. Gelael,PERTAMINA PREMA Theodore Racing,Budapest,Sprint Race,Round 8 ,2018-07-29
28,45:28.665,41.535,0.572,161.786,1:34.111,14.0,12.0,2,T. Makino,RUSSIAN TIME,Budapest,Sprint Race,Round 8 ,2018-07-29
28,45:39.360,52.230,10.695,161.154,1:34.036,10.0,13.0,1,A. Markelov,RUSSIAN TIME,Budapest,Sprint Race,Round 8 ,2018-07-29
28,45:39.509,52.379,0.149,161.145,1:34.320,12.0,14.0,16,A. Maini,Trident,Budapest,Sprint Race,Round 8 ,2018-07-29
28,45:48.062,60.932,8.553,160.644,1:33.782,9.0,15.0,15,R. Nissany,Campos Vexatec Racing,Budapest,Sprint Race,Round 8 ,2018-07-29
28,46:04.314,77.184,16.252,159.699,1:34.337,12.0,16.0,6,N. Latifi,DAMS,Budapest,Sprint Race,Round 8 ,2018-07-29
27,45:47.668,1 LAP,1 LAP,154.927,1:31.889,24.0,17.0,21,A. Fuoco,Charouz Racing System,Budapest,Sprint Race,Round 8 ,2018-07-29
18,37:13.659,-,-,202.991,2:01.484,2.0,1.0,6,N. Latifi,DAMS,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
18,37:24.061,10.402,10.402,202.05,2:02.440,2.0,2.0,19,L. Norris,Carlin,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
18,37:24.425,10.766,0.364,202.017,2:03.074,3.0,3.0,5,A. Albon,DAMS,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
18,37:26.869,13.210,2.444,201.797,2:02.028,2.0,4.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
18,37:27.107,13.448,0.238,201.776,2:02.410,2.0,5.0,1,A. Markelov,RUSSIAN TIME,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
18,37:35.838,22.179,8.731,200.995,2:02.059,2.0,6.0,14,L. Ghiotto,Campos Vexatec Racing,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
18,37:37.016,23.357,1.178,200.89,2:02.190,2.0,7.0,8,G. Russell,ART Grand Prix,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
18,37:45.523,31.864,8.507,200.136,2:03.729,3.0,8.0,16,A. Maini,Trident,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
18,37:47.237,33.578,1.714,199.984,2:03.214,5.0,9.0,18,S. Sette Câmara,Carlin,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
18,37:48.226,34.567,0.989,199.897,2:04.072,2.0,10.0,7,J. Aitken,ART Grand Prix,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
18,37:53.691,40.032,5.465,199.417,2:04.447,8.0,11.0,2,T. Makino,RUSSIAN TIME,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
18,37:53.759,40.100,0.068,199.411,2:04.666,3.0,12.0,10,R. Boschung,MP Motorsport,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
18,37:56.558,42.899,2.799,199.165,2:04.366,2.0,13.0,20,L. Delétraz,Charouz Racing System,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
18,37:58.290,44.631,1.732,199.014,2:03.809,5.0,14.0,15,R. Nissany,Campos Vexatec Racing,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
18,38:06.227,52.568,7.937,198.323,2:03.574,2.0,15.0,17,A. Lorandi,Trident,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
18,38:08.964,55.305,2.737,198.086,2:02.504,15.0,16.0,11,M. Günther,BWT Arden,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
18,38:12.666,59.007,3.702,197.766,2:04.950,3.0,17.0,12,N. Fukuzumi,BWT Arden,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
18,38:13.774,60.115,1.108,197.671,2:02.504,14.0,18.0,9,D. Boccolacci,MP Motorsport,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
18,38:20.595,66.936,6.821,197.085,2:01.712,17.0,19.0,21,A. Fuoco,Charouz Racing System,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
21,33:31.886,-,-,217.128,1:34.899,3.0,1.0,8,G. Russell,ART Grand Prix,Monza,Sprint Race,Round 10 ,2018-09-02
21,33:32.942,1.056,1.056,217.014,1:34.927,3.0,2.0,1,A. Markelov,RUSSIAN TIME,Monza,Sprint Race,Round 10 ,2018-09-02
21,33:36.233,4.347,3.291,216.66,1:34.896,4.0,3.0,18,S. Sette Câmara,Carlin,Monza,Sprint Race,Round 10 ,2018-09-02
21,33:37.537,5.651,1.304,216.52,1:35.300,3.0,4.0,6,N. Latifi,DAMS,Monza,Sprint Race,Round 10 ,2018-09-02
21,33:38.060,6.174,0.523,216.464,1:35.017,4.0,5.0,19,L. Norris,Carlin,Monza,Sprint Race,Round 10 ,2018-09-02
21,33:49.338,17.452,11.278,215.261,1:35.502,4.0,6.0,14,L. Ghiotto,Campos Vexatec Racing,Monza,Sprint Race,Round 10 ,2018-09-02
21,33:52.637,20.751,3.299,214.912,1:35.737,9.0,7.0,9,D. Boccolacci,MP Motorsport,Monza,Sprint Race,Round 10 ,2018-09-02
21,33:56.102,24.216,3.465,214.546,1:35.489,11.0,8.0,7,J. Aitken,ART Grand Prix,Monza,Sprint Race,Round 10 ,2018-09-02
21,33:57.074,25.188,0.972,214.444,1:35.886,9.0,9.0,16,A. Maini,Trident,Monza,Sprint Race,Round 10 ,2018-09-02
21,34:00.339,28.453,3.265,214.1,1:35.800,5.0,10.0,21,A. Fuoco,Charouz Racing System,Monza,Sprint Race,Round 10 ,2018-09-02
21,34:03.761,31.875,3.422,213.742,1:35.845,3.0,11.0,20,L. Delétraz,Charouz Racing System,Monza,Sprint Race,Round 10 ,2018-09-02
